minutes,values
0.0,35.72553535712107
60.0,34.05102991694028
120.0,32.78319439873865
900.0,44.630887233870396
960.0,47.053951778373076
1020.0,49.59761783842577
1080.0,52.242814186933224
1140.0,54.97046959680016
1205.0,57.996363219071654
1260.0,60.59687269223141
1320.0,63.457477923605154
1380.0,66.32425730795728
1440.0,69.17813961819252
1500.0,72.0000536272156
1560.0,74.7743035786575
2340.0,106.73258262576145
2400.0,108.91634689343832
2460.0,111.0871782425278
2520.0,113.34817152422148
2580.0,115.82280424049691
2640.0,118.60264655273355
2700.0,121.65163925991936
2760.0,124.90181582044434
2820.0,128.28520969269843
2880.0,131.73385433507156
2940.0,135.17978320595378
3000.0,138.5641710622682
3780.0,170.16009126511756
3840.0,171.17745794485305
3900.0,171.92736105532111
3960.0,172.39668184611054
4020.0,172.57230156681038
4080.0,172.4411014670094
4140.0,172.00136985217566
4200.0,171.29702325129287
4260.0,170.38338524922392
4320.0,169.36540946629705
4380.0,168.54656966470108
4440.0,168.27996964209026
5220.0,204.8558201748486
5280.0,206.85287310097615
5340.0,208.1655186983195
5400.0,208.68020333077678
5460.0,208.28337336224644
5520.0,206.86147515662668
5580.0,204.4633630030528
5640.0,201.78752289160704
5700.0,199.69484873760868
5760.0,198.82306745534223
5820.0,198.91723795495267
5880.0,199.49925214555049
6660.0,208.4593625237334
6720.0,209.12592180437684
6780.0,209.78203242291787
6840.0,210.42625264634222
6900.0,211.05714074163555
6960.0,211.67325497578364
7020.0,212.27315361577223
7080.0,212.85539492858697
7140.0,213.4185371812136
7200.0,213.96113864063784
7260.0,214.48175757384533
7320.0,214.97895224782187
8100.0,218.65488689799847
8160.0,218.67507325664985
8220.0,218.6640890433071
8280.0,218.63437220740676
8340.0,218.59836069838576
8400.0,218.5684924656807
8460.0,218.55720545872833
8520.0,218.5749431598049
8580.0,218.6241711825441
8640.0,218.7053606734191
8700.0,218.8189827789031
8760.0,218.96550864546919
9540.0,224.07895881459586
9600.0,224.6731439757086
9660.0,224.93251765328404
9720.0,224.48276855207828
9780.0,223.1115484264102
9840.0,221.25436122884784
9900.0,219.50867396152188
9960.0,218.35686609150895
10020.0,217.82096694566866
10080.0,217.80791831580646
10140.0,218.2246619937279
10200.0,218.9781397712386
10980.0,217.07466921300278
11040.0,213.78192156259317
11100.0,215.49368911836754
11160.0,208.93580064896926
11220.0,131.92906640638037
11280.0,33.955872418632566
11340.0,28.961089911802
11400.0,82.15127808156195
11460.0,95.87433167389722
11520.0,91.80476239754232
11580.0,90.56979811064646
11640.0,93.78874704795943
12420.0,87.71368965512497
