minutes,motion-dots,motion,brightness-dots,brightness,disuniformity-dots,disuniformity,biomass-dots,biomass,datetime,image,Fri Apr 27 12:13:49 2018,alessandrovalli,botany,species^test
0,0.0,0.0,43.8254370064,43.8254370064,20.9634602865,20.9634602865,72.7800979116,72.7800979116,2018-04-27 12:14:00,alessandrovalli/botany-species^test_2018_04_27-12_14.jpg
